mHistId,dHistId,cAbbreviation,mId,mLongName,mShortName,mEntryMode,mStatus,mAdmissionNumber,mAdmissionMode,mAdmissionDate,mAbolitionNumber,mAbolitionMode,mAbolitionDate,mDateOfChange
13477,10207,BE,683,Champoz,Champoz,Municipality,1,1291,Formal renumbering,1979-01-01,1673,Formal renumbering,1993-12-31,1993-12-31
13478,10207,BE,684,Châtelat,Châtelat,Municipality,1,1292,Formal renumbering,1979-01-01,1674,Formal renumbering,1993-12-31,1993-12-31
13479,10207,BE,687,Corcelles (BE),Corcelles (BE),Municipality,1,1293,Formal renumbering,1979-01-01,1675,Formal renumbering,1993-12-31,1993-12-31
13480,10207,BE,690,Court,Court,Municipality,1,1294,Formal renumbering,1979-01-01,1676,Formal renumbering,1993-12-31,1993-12-31
13481,10207,BE,691,Crémines,Crémines,Municipality,1,1295,Formal renumbering,1979-01-01,1677,Formal renumbering,1993-12-31,1993-12-31
13482,10207,BE,692,Eschert,Eschert,Municipality,1,1296,Formal renumbering,1979-01-01,1678,Formal renumbering,1993-12-31,1993-12-31
13483,10207,BE,694,Grandval,Grandval,Municipality,1,1297,Formal renumbering,1979-01-01,1679,Formal renumbering,1993-12-31,1993-12-31
13484,10207,BE,696,Loveresse,Loveresse,Municipality,1,1298,Formal renumbering,1979-01-01,1680,Formal renumbering,1993-12-31,1993-12-31
13485,10207,BE,697,Malleray,Malleray,Municipality,1,1299,Formal renumbering,1979-01-01,1681,Formal renumbering,1993-12-31,1993-12-31
13486,10207,BE,699,Monible,Monible,Municipality,1,1300,Formal renumbering,1979-01-01,1682,Formal renumbering,1993-12-31,1993-12-31
13487,10207,BE,700,Moutier,Moutier,Municipality,1,1301,Formal renumbering,1979-01-01,1683,Formal renumbering,1993-12-31,1993-12-31
13488,10207,BE,701,Perrefitte,Perrefitte,Municipality,1,1302,Formal renumbering,1979-01-01,1684,Formal renumbering,1993-12-31,1993-12-31
13489,10207,BE,702,Pontenet,Pontenet,Municipality,1,1303,Formal renumbering,1979-01-01,1685,Formal renumbering,1993-12-31,1993-12-31
13490,10207,BE,703,Reconvilier,Reconvilier,Municipality,1,1304,Formal renumbering,1979-01-01,1686,Formal renumbering,1993-12-31,1993-12-31
13491,10207,BE,704,Roches (BE),Roches (BE),Municipality,1,1305,Formal renumbering,1979-01-01,1687,Formal renumbering,1993-12-31,1993-12-31
13492,10207,BE,706,Saicourt,Saicourt,Municipality,1,1306,Formal renumbering,1979-01-01,1688,Formal renumbering,1993-12-31,1993-12-31
13493,10207,BE,707,Saules (BE),Saules (BE),Municipality,1,1307,Formal renumbering,1979-01-01,1689,Formal renumbering,1993-12-31,1993-12-31
13494,10207,BE,708,Schelten,Schelten,Municipality,1,1308,Formal renumbering,1979-01-01,1690,Formal renumbering,1993-12-31,1993-12-31
13495,10207,BE,709,Seehof,Seehof,Municipality,1,1309,Formal renumbering,1979-01-01,1691,Formal renumbering,1993-12-31,1993-12-31
13496,10207,BE,710,Sornetan,Sornetan,Municipality,1,1310,Formal renumbering,1979-01-01,1692,Formal renumbering,1993-12-31,1993-12-31
13497,10207,BE,711,Sorvilier,Sorvilier,Municipality,1,1311,Formal renumbering,1979-01-01,1693,Formal renumbering,1993-12-31,1993-12-31
13498,10207,BE,712,Souboz,Souboz,Municipality,1,1312,Formal renumbering,1979-01-01,1694,Formal renumbering,1993-12-31,1993-12-31
13499,10207,BE,713,Tavannes,Tavannes,Municipality,1,1313,Formal renumbering,1979-01-01,1695,Formal renumbering,1993-12-31,1993-12-31
13500,10207,BE,714,Vellerat,Vellerat,Municipality,1,1314,Formal renumbering,1979-01-01,1696,Formal renumbering,1993-12-31,1993-12-31
13501,10207,BE,715,Rebévelier,Rebévelier,Municipality,1,1315,Formal renumbering,1979-01-01,1697,Formal renumbering,1993-12-31,1993-12-31
13502,10208,BE,721,Diesse,Diesse,Municipality,1,1316,Formal renumbering,1979-01-01,1698,Formal renumbering,1993-12-31,1993-12-31
13503,10208,BE,722,Lamboing,Lamboing,Municipality,1,1317,Formal renumbering,1979-01-01,1699,Formal renumbering,1993-12-31,1993-12-31
13504,10208,BE,723,La Neuveville,La Neuveville,Municipality,1,1318,Formal renumbering,1979-01-01,1700,Formal renumbering,1993-12-31,1993-12-31
13505,10208,BE,724,Nods,Nods,Municipality,1,1319,Formal renumbering,1979-01-01,1701,Formal renumbering,1993-12-31,1993-12-31
13506,10208,BE,725,Prêles,Prêles,Municipality,1,1320,Formal renumbering,1979-01-01,1702,Formal renumbering,1993-12-31,1993-12-31
13507,10209,BE,731,Aegerten,Aegerten,Municipality,1,1321,Formal renumbering,1979-01-01,1703,Formal renumbering,1993-12-31,1993-12-31
13508,10209,BE,732,Bellmund,Bellmund,Municipality,1,1322,Formal renumbering,1979-01-01,1704,Formal renumbering,1993-12-31,1993-12-31
13509,10209,BE,733,Brügg,Brügg,Municipality,1,1323,Formal renumbering,1979-01-01,1705,Formal renumbering,1993-12-31,1993-12-31
13510,10209,BE,734,Bühl,Bühl,Municipality,1,1324,Formal renumbering,1979-01-01,1706,Formal renumbering,1993-12-31,1993-12-31
13511,10209,BE,735,Epsach,Epsach,Municipality,1,1325,Formal renumbering,1979-01-01,1707,Formal renumbering,1993-12-31,1993-12-31
13512,10209,BE,736,Hagneck,Hagneck,Municipality,1,1326,Formal renumbering,1979-01-01,1708,Formal renumbering,1993-12-31,1993-12-31
13513,10209,BE,737,Hermrigen,Hermrigen,Municipality,1,1327,Formal renumbering,1979-01-01,1709,Formal renumbering,1993-12-31,1993-12-31
13514,10209,BE,738,Jens,Jens,Municipality,1,1328,Formal renumbering,1979-01-01,1710,Formal renumbering,1993-12-31,1993-12-31
13515,10209,BE,739,Ipsach,Ipsach,Municipality,1,1329,Formal renumbering,1979-01-01,1711,Formal renumbering,1993-12-31,1993-12-31
13516,10209,BE,740,Ligerz,Ligerz,Municipality,1,1330,Formal renumbering,1979-01-01,1712,Formal renumbering,1993-12-31,1993-12-31
13517,10209,BE,741,Merzligen,Merzligen,Municipality,1,1331,Formal renumbering,1979-01-01,1713,Formal renumbering,1993-12-31,1993-12-31
13518,10209,BE,742,Mörigen,Mörigen,Municipality,1,1332,Formal renumbering,1979-01-01,1714,Formal renumbering,1993-12-31,1993-12-31
13519,10209,BE,743,Nidau,Nidau,Municipality,1,1333,Formal renumbering,1979-01-01,1715,Formal renumbering,1993-12-31,1993-12-31
13520,10209,BE,744,Orpund,Orpund,Municipality,1,1334,Formal renumbering,1979-01-01,1716,Formal renumbering,1993-12-31,1993-12-31
13521,10209,BE,745,Port,Port,Municipality,1,1335,Formal renumbering,1979-01-01,1717,Formal renumbering,1993-12-31,1993-12-31
13522,10209,BE,746,Safnern,Safnern,Municipality,1,1336,Formal renumbering,1979-01-01,1718,Formal renumbering,1993-12-31,1993-12-31
13523,10209,BE,747,Scheuren,Scheuren,Municipality,1,1337,Formal renumbering,1979-01-01,1719,Formal renumbering,1993-12-31,1993-12-31
13524,10209,BE,748,Schwadernau,Schwadernau,Municipality,1,1338,Formal renumbering,1979-01-01,1720,Formal renumbering,1993-12-31,1993-12-31
13525,10209,BE,749,Studen,Studen,Municipality,1,1339,Formal renumbering,1979-01-01,1721,Formal renumbering,1993-12-31,1993-12-31
13526,10209,BE,750,Sutz-Lattrigen,Sutz-Lattrigen,Municipality,1,1340,Formal renumbering,1979-01-01,1722,Formal renumbering,1993-12-31,1993-12-31
13527,10209,BE,751,Täuffelen,Täuffelen,Municipality,1,1341,Formal renumbering,1979-01-01,1723,Formal renumbering,1993-12-31,1993-12-31
13528,10209,BE,752,Tüscherz-Alfermée,Tüscherz-Alfermée,Municipality,1,1342,Formal renumbering,1979-01-01,1724,Formal renumbering,1993-12-31,1993-12-31
13529,10209,BE,753,Twann,Twann,Municipality,1,1343,Formal renumbering,1979-01-01,1725,Formal renumbering,1993-12-31,1993-12-31
13530,10209,BE,754,Walperswil,Walperswil,Municipality,1,1344,Formal renumbering,1979-01-01,1726,Formal renumbering,1993-12-31,1993-12-31
13531,10209,BE,755,Worben,Worben,Municipality,1,1345,Formal renumbering,1979-01-01,1727,Formal renumbering,1993-12-31,1993-12-31
13532,10210,BE,761,Därstetten,Därstetten,Municipality,1,1346,Formal renumbering,1979-01-01,1728,Formal renumbering,1993-12-31,1993-12-31
13533,10210,BE,762,Diemtigen,Diemtigen,Municipality,1,1347,Formal renumbering,1979-01-01,1729,Formal renumbering,1993-12-31,1993-12-31
13534,10210,BE,763,Erlenbach im Simmental,Erlenbach im Simmental,Municipality,1,1348,Formal renumbering,1979-01-01,1730,Formal renumbering,1993-12-31,1993-12-31
13535,10210,BE,764,Niederstocken,Niederstocken,Municipality,1,1349,Formal renumbering,1979-01-01,1731,Formal renumbering,1993-12-31,1993-12-31
13536,10210,BE,765,Oberstocken,Oberstocken,Municipality,1,1350,Formal renumbering,1979-01-01,1732,Formal renumbering,1993-12-31,1993-12-31
13537,10210,BE,766,Oberwil im Simmental,Oberwil im Simmental,Municipality,1,1351,Formal renumbering,1979-01-01,1733,Formal renumbering,1993-12-31,1993-12-31
13538,10210,BE,767,Reutigen,Reutigen,Municipality,1,1352,Formal renumbering,1979-01-01,1734,Formal renumbering,1993-12-31,1993-12-31
13539,10210,BE,768,Spiez,Spiez,Municipality,1,1353,Formal renumbering,1979-01-01,1735,Formal renumbering,1993-12-31,1993-12-31
13540,10210,BE,769,Wimmis,Wimmis,Municipality,1,1354,Formal renumbering,1979-01-01,1736,Formal renumbering,1993-12-31,1993-12-31
13541,10211,BE,781,Gadmen,Gadmen,Municipality,1,1355,Formal renumbering,1979-01-01,1737,Formal renumbering,1993-12-31,1993-12-31
13542,10211,BE,782,Guttannen,Guttannen,Municipality,1,1356,Formal renumbering,1979-01-01,1738,Formal renumbering,1993-12-31,1993-12-31
13543,10211,BE,783,Hasliberg,Hasliberg,Municipality,1,1357,Formal renumbering,1979-01-01,1739,Formal renumbering,1993-12-31,1993-12-31
13544,10211,BE,784,Innertkirchen,Innertkirchen,Municipality,1,1358,Formal renumbering,1979-01-01,1740,Formal renumbering,1993-12-31,1993-12-31
13545,10211,BE,785,Meiringen,Meiringen,Municipality,1,1359,Formal renumbering,1979-01-01,1741,Formal renumbering,1993-12-31,1993-12-31
13546,10211,BE,786,Schattenhalb,Schattenhalb,Municipality,1,1360,Formal renumbering,1979-01-01,1742,Formal renumbering,1993-12-31,1993-12-31
13547,10219,BE,791,Boltigen,Boltigen,Municipality,1,1361,Formal renumbering,1979-01-01,1743,Formal renumbering,1993-12-31,1993-12-31
13548,10219,BE,792,Lenk,Lenk,Municipality,1,1362,Formal renumbering,1979-01-01,1744,Formal renumbering,1993-12-31,1993-12-31
13549,10219,BE,793,St. Stephan,St. Stephan,Municipality,1,1363,Formal renumbering,1979-01-01,1745,Formal renumbering,1993-12-31,1993-12-31
13550,10219,BE,794,Zweisimmen,Zweisimmen,Municipality,1,1364,Formal renumbering,1979-01-01,1746,Formal renumbering,1993-12-31,1993-12-31
13551,10212,BE,841,Gsteig,Gsteig,Municipality,1,1365,Formal renumbering,1979-01-01,1747,Formal renumbering,1993-12-31,1993-12-31
13552,10212,BE,842,Lauenen,Lauenen,Municipality,1,1366,Formal renumbering,1979-01-01,1748,Formal renumbering,1993-12-31,1993-12-31
13553,10212,BE,843,Saanen,Saanen,Municipality,1,1367,Formal renumbering,1979-01-01,1749,Formal renumbering,1993-12-31,1993-12-31
13554,10227,BE,851,Albligen,Albligen,Municipality,1,1368,Formal renumbering,1979-01-01,1750,Formal renumbering,1993-12-31,1993-12-31
13555,10227,BE,852,Guggisberg,Guggisberg,Municipality,1,1369,Formal renumbering,1979-01-01,1751,Formal renumbering,1993-12-31,1993-12-31
13556,10227,BE,853,Rüschegg,Rüschegg,Municipality,1,1370,Formal renumbering,1979-01-01,1752,Formal renumbering,1993-12-31,1993-12-31
13557,10227,BE,854,Wahlern,Wahlern,Municipality,1,1371,Formal renumbering,1979-01-01,1753,Formal renumbering,1993-12-31,1993-12-31
13558,10206,BE,861,Belp,Belp,Municipality,1,1372,Formal renumbering,1979-01-01,1754,Formal renumbering,1993-12-31,1993-12-31
13559,10206,BE,862,Belpberg,Belpberg,Municipality,1,1373,Formal renumbering,1979-01-01,1755,Formal renumbering,1993-12-31,1993-12-31
13560,10206,BE,863,Burgistein,Burgistein,Municipality,1,1374,Formal renumbering,1979-01-01,1756,Formal renumbering,1993-12-31,1993-12-31
13561,10206,BE,864,Englisberg,Englisberg,Municipality,1,1375,Formal renumbering,1979-01-01,1757,Formal renumbering,1993-12-31,1993-12-31
13562,10206,BE,865,Gelterfingen,Gelterfingen,Municipality,1,1376,Formal renumbering,1979-01-01,1758,Formal renumbering,1993-12-31,1993-12-31
13563,10206,BE,866,Gerzensee,Gerzensee,Municipality,1,1377,Formal renumbering,1979-01-01,1759,Formal renumbering,1993-12-31,1993-12-31
13564,10206,BE,867,Gurzelen,Gurzelen,Municipality,1,1378,Formal renumbering,1979-01-01,1760,Formal renumbering,1993-12-31,1993-12-31
13565,10206,BE,868,Jaberg,Jaberg,Municipality,1,1379,Formal renumbering,1979-01-01,1761,Formal renumbering,1993-12-31,1993-12-31
13566,10206,BE,869,Kaufdorf,Kaufdorf,Municipality,1,1380,Formal renumbering,1979-01-01,1762,Formal renumbering,1993-12-31,1993-12-31
13567,10206,BE,870,Kehrsatz,Kehrsatz,Municipality,1,1381,Formal renumbering,1979-01-01,1763,Formal renumbering,1993-12-31,1993-12-31
13568,10206,BE,871,Kienersrüti,Kienersrüti,Municipality,1,1382,Formal renumbering,1979-01-01,1764,Formal renumbering,1993-12-31,1993-12-31
13569,10206,BE,872,Kirchdorf (BE),Kirchdorf (BE),Municipality,1,1383,Formal renumbering,1979-01-01,1765,Formal renumbering,1993-12-31,1993-12-31
13570,10206,BE,873,Kirchenthurnen,Kirchenthurnen,Municipality,1,1384,Formal renumbering,1979-01-01,1766,Formal renumbering,1993-12-31,1993-12-31
13571,10206,BE,874,Lohnstorf,Lohnstorf,Municipality,1,1385,Formal renumbering,1979-01-01,1767,Formal renumbering,1993-12-31,1993-12-31
13572,10206,BE,875,Mühledorf (BE),Mühledorf (BE),Municipality,1,1386,Formal renumbering,1979-01-01,1768,Formal renumbering,1993-12-31,1993-12-31
13573,10206,BE,876,Mühlethurnen,Mühlethurnen,Municipality,1,1387,Formal renumbering,1979-01-01,1769,Formal renumbering,1993-12-31,1993-12-31
13574,10206,BE,877,Niedermuhlern,Niedermuhlern,Municipality,1,1388,Formal renumbering,1979-01-01,1770,Formal renumbering,1993-12-31,1993-12-31
13575,10206,BE,878,Noflen,Noflen,Municipality,1,1389,Formal renumbering,1979-01-01,1771,Formal renumbering,1993-12-31,1993-12-31
13576,10206,BE,879,Riggisberg,Riggisberg,Municipality,1,1390,Formal renumbering,1979-01-01,1772,Formal renumbering,1993-12-31,1993-12-31
13577,10206,BE,880,Rüeggisberg,Rüeggisberg,Municipality,1,1391,Formal renumbering,1979-01-01,1773,Formal renumbering,1993-12-31,1993-12-31
13578,10206,BE,881,Rümligen,Rümligen,Municipality,1,1392,Formal renumbering,1979-01-01,1774,Formal renumbering,1993-12-31,1993-12-31
13579,10206,BE,882,Rüti bei Riggisberg,Rüti bei Riggisberg,Municipality,1,1393,Formal renumbering,1979-01-01,1775,Formal renumbering,1993-12-31,1993-12-31
13580,10206,BE,883,Seftigen,Seftigen,Municipality,1,1394,Formal renumbering,1979-01-01,1776,Formal renumbering,1993-12-31,1993-12-31
13581,10206,BE,884,Toffen,Toffen,Municipality,1,1395,Formal renumbering,1979-01-01,1777,Formal renumbering,1993-12-31,1993-12-31
13582,10206,BE,885,Uttigen,Uttigen,Municipality,1,1396,Formal renumbering,1979-01-01,1778,Formal renumbering,1993-12-31,1993-12-31
13583,10206,BE,886,Wattenwil,Wattenwil,Municipality,1,1397,Formal renumbering,1979-01-01,1779,Formal renumbering,1993-12-31,1993-12-31
13584,10206,BE,887,Zimmerwald,Zimmerwald,Municipality,1,1398,Formal renumbering,1979-01-01,1780,Formal renumbering,1993-12-31,1993-12-31
13585,10218,BE,901,Eggiwil,Eggiwil,Municipality,1,1399,Formal renumbering,1979-01-01,1781,Formal renumbering,1993-12-31,1993-12-31
13586,10218,BE,902,Langnau im Emmental,Langnau im Emmental,Municipality,1,1400,Formal renumbering,1979-01-01,1782,Formal renumbering,1993-12-31,1993-12-31
13587,10218,BE,903,Lauperswil,Lauperswil,Municipality,1,1401,Formal renumbering,1979-01-01,1783,Formal renumbering,1993-12-31,1993-12-31
13588,10218,BE,904,Röthenbach im Emmental,Röthenbach im Emmental,Municipality,1,1402,Formal renumbering,1979-01-01,1784,Formal renumbering,1993-12-31,1993-12-31
13589,10218,BE,905,Rüderswil,Rüderswil,Municipality,1,1403,Formal renumbering,1979-01-01,1785,Formal renumbering,1993-12-31,1993-12-31
13590,10218,BE,906,Schangnau,Schangnau,Municipality,1,1404,Formal renumbering,1979-01-01,1786,Formal renumbering,1993-12-31,1993-12-31
13591,10218,BE,907,Signau,Signau,Municipality,1,1405,Formal renumbering,1979-01-01,1787,Formal renumbering,1993-12-31,1993-12-31
13592,10218,BE,908,Trub,Trub,Municipality,1,1406,Formal renumbering,1979-01-01,1788,Formal renumbering,1993-12-31,1993-12-31
13593,10218,BE,909,Trubschachen,Trubschachen,Municipality,1,1407,Formal renumbering,1979-01-01,1789,Formal renumbering,1993-12-31,1993-12-31
13594,10205,BE,921,Amsoldingen,Amsoldingen,Municipality,1,1408,Formal renumbering,1979-01-01,1790,Formal renumbering,1993-12-31,1993-12-31
13595,10205,BE,922,Blumenstein,Blumenstein,Municipality,1,1409,Formal renumbering,1979-01-01,1791,Formal renumbering,1993-12-31,1993-12-31
13596,10205,BE,923,Buchholterberg,Buchholterberg,Municipality,1,1410,Formal renumbering,1979-01-01,1792,Formal renumbering,1993-12-31,1993-12-31
13597,10205,BE,924,Eriz,Eriz,Municipality,1,1411,Formal renumbering,1979-01-01,1793,Formal renumbering,1993-12-31,1993-12-31
13598,10205,BE,925,Fahrni,Fahrni,Municipality,1,1412,Formal renumbering,1979-01-01,1794,Formal renumbering,1993-12-31,1993-12-31
13599,10205,BE,926,Forst,Forst,Municipality,1,1413,Formal renumbering,1979-01-01,1795,Formal renumbering,1993-12-31,1993-12-31
13600,10205,BE,927,Heiligenschwendi,Heiligenschwendi,Municipality,1,1414,Formal renumbering,1979-01-01,1796,Formal renumbering,1993-12-31,1993-12-31
13601,10205,BE,928,Heimberg,Heimberg,Municipality,1,1415,Formal renumbering,1979-01-01,1797,Formal renumbering,1993-12-31,1993-12-31
13602,10205,BE,929,Hilterfingen,Hilterfingen,Municipality,1,1416,Formal renumbering,1979-01-01,1798,Formal renumbering,1993-12-31,1993-12-31
13603,10205,BE,930,Höfen,Höfen,Municipality,1,1417,Formal renumbering,1979-01-01,1799,Formal renumbering,1993-12-31,1993-12-31
13604,10205,BE,931,Homberg,Homberg,Municipality,1,1418,Formal renumbering,1979-01-01,1800,Formal renumbering,1993-12-31,1993-12-31
13605,10205,BE,932,Horrenbach-Buchen,Horrenbach-Buchen,Municipality,1,1419,Formal renumbering,1979-01-01,1801,Formal renumbering,1993-12-31,1993-12-31
13606,10205,BE,933,Längenbühl,Längenbühl,Municipality,1,1420,Formal renumbering,1979-01-01,1802,Formal renumbering,1993-12-31,1993-12-31
13607,10205,BE,934,Oberhofen am Thunersee,Oberhofen am Thunersee,Municipality,1,1421,Formal renumbering,1979-01-01,1803,Formal renumbering,1993-12-31,1993-12-31
13608,10205,BE,935,Oberlangenegg,Oberlangenegg,Municipality,1,1422,Formal renumbering,1979-01-01,1804,Formal renumbering,1993-12-31,1993-12-31
13609,10205,BE,936,Pohlern,Pohlern,Municipality,1,1423,Formal renumbering,1979-01-01,1805,Formal renumbering,1993-12-31,1993-12-31
13610,10205,BE,937,Schwendibach,Schwendibach,Municipality,1,1424,Formal renumbering,1979-01-01,1806,Formal renumbering,1993-12-31,1993-12-31
13611,10205,BE,938,Sigriswil,Sigriswil,Municipality,1,1425,Formal renumbering,1979-01-01,1807,Formal renumbering,1993-12-31,1993-12-31
13612,10205,BE,939,Steffisburg,Steffisburg,Municipality,1,1426,Formal renumbering,1979-01-01,1808,Formal renumbering,1993-12-31,1993-12-31
13613,10205,BE,940,Teuffenthal (BE),Teuffenthal (BE),Municipality,1,1427,Formal renumbering,1979-01-01,1809,Formal renumbering,1993-12-31,1993-12-31
13614,10205,BE,941,Thierachern,Thierachern,Municipality,1,1428,Formal renumbering,1979-01-01,1810,Formal renumbering,1993-12-31,1993-12-31
13615,10205,BE,942,Thun,Thun,Municipality,1,1429,Formal renumbering,1979-01-01,1811,Formal renumbering,1993-12-31,1993-12-31
13616,10205,BE,943,Uebeschi,Uebeschi,Municipality,1,1430,Formal renumbering,1979-01-01,1812,Formal renumbering,1993-12-31,1993-12-31
13617,10205,BE,944,Uetendorf,Uetendorf,Municipality,1,1431,Formal renumbering,1979-01-01,1813,Formal renumbering,1993-12-31,1993-12-31
13618,10205,BE,945,Unterlangenegg,Unterlangenegg,Municipality,1,1432,Formal renumbering,1979-01-01,1814,Formal renumbering,1993-12-31,1993-12-31
13619,10205,BE,946,Wachseldorn,Wachseldorn,Municipality,1,1433,Formal renumbering,1979-01-01,1815,Formal renumbering,1993-12-31,1993-12-31
13620,10205,BE,947,Zwieselberg,Zwieselberg,Municipality,1,1434,Formal renumbering,1979-01-01,1816,Formal renumbering,1993-12-31,1993-12-31
13621,10220,BE,951,Affoltern im Emmental,Affoltern im Emmental,Municipality,1,1435,Formal renumbering,1979-01-01,1817,Formal renumbering,1993-12-31,1993-12-31
13622,10220,BE,952,Dürrenroth,Dürrenroth,Municipality,1,1436,Formal renumbering,1979-01-01,1818,Formal renumbering,1993-12-31,1993-12-31
13623,10220,BE,953,Eriswil,Eriswil,Municipality,1,1437,Formal renumbering,1979-01-01,1819,Formal renumbering,1993-12-31,1993-12-31
13624,10220,BE,954,Huttwil,Huttwil,Municipality,1,1438,Formal renumbering,1979-01-01,1820,Formal renumbering,1993-12-31,1993-12-31
13625,10220,BE,955,Lützelflüh,Lützelflüh,Municipality,1,1439,Formal renumbering,1979-01-01,1821,Formal renumbering,1993-12-31,1993-12-31
13626,10220,BE,956,Rüegsau,Rüegsau,Municipality,1,1440,Formal renumbering,1979-01-01,1822,Formal renumbering,1993-12-31,1993-12-31
13627,10220,BE,957,Sumiswald,Sumiswald,Municipality,1,1441,Formal renumbering,1979-01-01,1823,Formal renumbering,1993-12-31,1993-12-31
13628,10220,BE,958,Trachselwald,Trachselwald,Municipality,1,1442,Formal renumbering,1979-01-01,1824,Formal renumbering,1993-12-31,1993-12-31
13629,10220,BE,959,Walterswil (BE),Walterswil (BE),Municipality,1,1443,Formal renumbering,1979-01-01,1825,Formal renumbering,1993-12-31,1993-12-31
13630,10220,BE,960,Wyssachen,Wyssachen,Municipality,1,1444,Formal renumbering,1979-01-01,1826,Formal renumbering,1993-12-31,1993-12-31
13631,10221,BE,971,Attiswil,Attiswil,Municipality,1,1445,Formal renumbering,1979-01-01,1827,Formal renumbering,1993-12-31,1993-12-31
13632,10221,BE,972,Berken,Berken,Municipality,1,1446,Formal renumbering,1979-01-01,1828,Formal renumbering,1993-12-31,1993-12-31
13633,10221,BE,973,Bettenhausen,Bettenhausen,Municipality,1,1447,Formal renumbering,1979-01-01,1829,Formal renumbering,1993-12-31,1993-12-31
13634,10221,BE,974,Bollodingen,Bollodingen,Municipality,1,1448,Formal renumbering,1979-01-01,1830,Formal renumbering,1993-12-31,1993-12-31
13635,10221,BE,975,Farnern,Farnern,Municipality,1,1449,Formal renumbering,1979-01-01,1831,Formal renumbering,1993-12-31,1993-12-31
13636,10221,BE,976,Graben,Graben,Municipality,1,1450,Formal renumbering,1979-01-01,1832,Formal renumbering,1993-12-31,1993-12-31
13637,10221,BE,977,Heimenhausen,Heimenhausen,Municipality,1,1451,Formal renumbering,1979-01-01,1833,Formal renumbering,1993-12-31,1993-12-31
13638,10221,BE,978,Hermiswil,Hermiswil,Municipality,1,1452,Formal renumbering,1979-01-01,1834,Formal renumbering,1993-12-31,1993-12-31
13639,10221,BE,979,Herzogenbuchsee,Herzogenbuchsee,Municipality,1,1453,Formal renumbering,1979-01-01,1835,Formal renumbering,1993-12-31,1993-12-31
13640,10221,BE,980,Inkwil,Inkwil,Municipality,1,1454,Formal renumbering,1979-01-01,1836,Formal renumbering,1993-12-31,1993-12-31
13641,10221,BE,981,Niederbipp,Niederbipp,Municipality,1,1455,Formal renumbering,1979-01-01,1837,Formal renumbering,1993-12-31,1993-12-31
13642,10221,BE,982,Niederönz,Niederönz,Municipality,1,1456,Formal renumbering,1979-01-01,1838,Formal renumbering,1993-12-31,1993-12-31
13643,10221,BE,983,Oberbipp,Oberbipp,Municipality,1,1457,Formal renumbering,1979-01-01,1839,Formal renumbering,1993-12-31,1993-12-31
13644,10221,BE,984,Oberönz,Oberönz,Municipality,1,1458,Formal renumbering,1979-01-01,1840,Formal renumbering,1993-12-31,1993-12-31
13645,10221,BE,985,Ochlenberg,Ochlenberg,Municipality,1,1459,Formal renumbering,1979-01-01,1841,Formal renumbering,1993-12-31,1993-12-31
13646,10221,BE,986,Röthenbach bei Herzogenbuchsee,Röthenbach b. Herzogenb.,Municipality,1,1460,Formal renumbering,1979-01-01,1842,Formal renumbering,1993-12-31,1993-12-31
13647,10221,BE,987,Rumisberg,Rumisberg,Municipality,1,1461,Formal renumbering,1979-01-01,1843,Formal renumbering,1993-12-31,1993-12-31
13648,10221,BE,988,Seeberg,Seeberg,Municipality,1,1462,Formal renumbering,1979-01-01,1844,Formal renumbering,1993-12-31,1993-12-31
13649,10221,BE,989,Thörigen,Thörigen,Municipality,1,1463,Formal renumbering,1979-01-01,1845,Formal renumbering,1993-12-31,1993-12-31
13650,10221,BE,990,Walliswil bei Niederbipp,Walliswil bei Niederbipp,Municipality,1,1464,Formal renumbering,1979-01-01,1846,Formal renumbering,1993-12-31,1993-12-31
13651,10221,BE,991,Walliswil bei Wangen,Walliswil bei Wangen,Municipality,1,1465,Formal renumbering,1979-01-01,1847,Formal renumbering,1993-12-31,1993-12-31
13652,10221,BE,992,Wangen an der Aare,Wangen an der Aare,Municipality,1,1466,Formal renumbering,1979-01-01,1848,Formal renumbering,1993-12-31,1993-12-31
13653,10221,BE,993,Wangenried,Wangenried,Municipality,1,1467,Formal renumbering,1979-01-01,1849,Formal renumbering,1993-12-31,1993-12-31
13654,10221,BE,994,Wanzwil,Wanzwil,Municipality,1,1468,Formal renumbering,1979-01-01,1850,Formal renumbering,1993-12-31,1993-12-31
13655,10221,BE,995,Wiedlisbach,Wiedlisbach,Municipality,1,1469,Formal renumbering,1979-01-01,1851,Formal renumbering,1993-12-31,1993-12-31
13656,10221,BE,996,Wolfisberg,Wolfisberg,Municipality,1,1470,Formal renumbering,1979-01-01,1852,Formal renumbering,1993-12-31,1993-12-31
13657,10009,TG,4851,Salenstein,Salenstein,Municipality,1,1471,Change of area,1979-06-01,3234,Reassignment to other d/c,2010-12-31,2010-12-31
13658,10213,BE,624,Schlosswil,Schlosswil,Municipality,1,1472,Change of area,1980-01-01,3034,Reassignment to other d/c,2009-12-31,2009-12-31
13659,10213,BE,629,Oberhünigen,Oberhünigen,Municipality,1,1472,Creation,1980-01-01,3039,Reassignment to other d/c,2009-12-31,2009-12-31
13660,10165,GR,3801,Arvigo,Arvigo,Municipality,1,1473,Change of area,1980-01-01,2083,Reassignment to other d/c,2000-12-31,2000-12-31
13661,10107,FR,2034,Murist,Murist,Municipality,1,1474,Change of area,1981-01-01,1554,Change of area,1991-12-31,1991-12-31
13662,10104,FR,2217,Ponthaux,Ponthaux,Municipality,1,1475,Change of area,1981-01-01,NA,NA,NA,1981-01-01
